lugar,texto_resena,rating,latitud,longitud
Circuito Chico,"It is worth doing this tour on the first day to have a notion of what to visit after.. we passed by neighborhoods, we went to cerro cathedral, we passed by the famous Llao Llao hotel, and we went to the campanile.",4,-41.07356,-71.53466
Circuito Chico,"I made the trip on 10/10/24 with the agency Vivencias Travel de Bariloche, the same day I did the Circuito Chico, also did Cerro Catedral, the quiet do the 2 on the same day. The Circuito Chico I did in the morning, was very cool, the Guide super attentive, kind and explained everything in the smallest detail, telling the story of each point we passed and removing our doubts. We climbed the Cerro Campanario and it was simply amazing, the entrance is the part, it was 12,000 pesos, can pay in the hour there, paid in cash, but accept card too. You climb a little hill to the hill, up there it is very cold, because there is a lot of wind, but the view is simply too amazing. There are some photographers who take their photos and then if you want you can buy from them, I found a little affection, but I bought it anyway because I was alone and the photos were cool hahah, but if you followed, I think it makes no sense to spend on it, it's there for your 15,000 pesos (depends on the photographer). Then at the end there is a stop in a church, near the chic hotel Llao Llao, the stay there is mega expensive, but the Guide commented that if you want to spend an afternoon there, you can go because there is a coffee or something of the kind, from which you can buy and walk around the place, if I am not mistaken is about 50 dollars per person (cheaper than a night there).
After all, the walk was amazing, I recommend too.",5,-41.07356,-71.53466
Circuito Chico,"The Chico circuit is very beautiful with stops at impressive locations, it is worth making this tour. I did with AVC Tourism agency, but could have hired a taxi or rented a car which allows you to do things in your time. The Cerro Campanario has a beautiful view and is worth climbing. The cable car price can be paid in weight, real or dollar and credit card!!!",4,-41.07356,-71.53466
Circuito Chico,"Beautiful, travel very beautiful places to stop to enjoy and take photos, if you do it Wednesday or Sunday you find the fair of Swiss colony open.",5,-41.07356,-71.53466
Circuito Chico,"Exclusive tour to stop at points and take pictures , I found it quite dispensable , with a child so it becomes boring . Mehor opt for another type of tour .Even for adults found well without grace. It has the cerro campanario that has a beautiful view but nothing unavoidable.",2,-41.07356,-71.53466
Circuito Chico,This place is an amazing place to explore and get submerge in the beaty of this region. Breathtaking views of the panoramic landscape.,5,-41.07356,-71.53466
Circuito Chico,"Lindoooo! Amazing view!! 
It's worth renting a car!
The.Tours get expensive due to inflation!
There are several lakes! They're easy to find! They're close!",5,-41.07356,-71.53466
Circuito Chico,"We made in September of 2024 this circuit with the agency experiences , we did in the morning , and is included the climbing in the bell clock and after it begins the Chico circuit.  It was all perfect, very friendly Guide, punctuality .. everything ok .. 
But this circuit can be done by car perfectly and you can include at the end a walk to the brewery Patagonia and a stop in the municipal park Llao Llao ( super easy track ) . So much so that then we rented a car in vivências and we again made this circuit but in our time and we discovered beautiful places that no excursion does. The car we rented was a Sandero for 4 days went off at 45,000 pesos per day with free km. 
I will attach the map of the Chico circuit for those who want to take the ride with rental car. 
We visit the chapel of St. Edward and the mosquito rose shop , which if you want to buy you will leave a kidney . We have the mosquito rose shop in Gramado and it's not that fortune as they charge in Bariloche. 
Obs .. everything is very expensive in Bariloche , the tours , the food , not only in Bariloche but throughout Argentina . Look a lot before you go , the prices are the same as in Europe ... a meal for a couple doesn't go for less than R$300,00 , a simple empanada costs AR$2,200,00 , a 500 gram steak eye costs AR$35,000 ( from for 2 people ) without accompaniment at Tony's Parrila restaurant ( SAN martin ) .  In the case meal for 2 people with soda around AR$ 45,000. 
But in Buenos Aires it is more expensive. Search a lot before you go. Exchange rate at Western Union was AR$ 228.00 .",5,-41.07356,-71.53466
Circuito Chico,Wonderful walk. The view from the bell tower is really imperative. The ride on the cable car is a delight. Then this tour includes a city tour. Really very good.,5,-41.07356,-71.53466
Circuito Chico,"Be very careful in parking the trails to the Roman bridge and hidden lake. They open the rented cars, steal the money from the wallets and leave everything neatly locked as it was so you don't notice in the moment. They take nothing else but cash. When we talked about it among Barilochens, they told us it always happens there. Unfortunate that the municipality does not take care of tourists, if everyone knows what happens there should be a patrol boat. Too bad.",1,-41.07356,-71.53466
Circuito Chico,The Chico Circuit in Bariloche is one of the biggest attractions in the city. Breathtaking landscapes emerge at every blink of eye . Nature was capricious with the lake region.,5,-41.07356,-71.53466
Circuito Chico,"An impossible tour not to do. 
It is advisable to leave Bariloche in the morning and picnic at the side of the lake, beach or stream.
Can be done at any time of year",4,-41.07356,-71.53466
Circuito Chico,"Beautiful tour. I added the visit to Cerro Catedral, so it was an all-day excursion. I climbed the hill Campanario in aeroilla. It's really wonderful the view. Promotion is paid separately. It's worth it.",4,-41.07356,-71.53466
Circuito Chico,"Be prepared to keep your mouth open.....of course the weather conditions have to help, but really everything is of immense beauty.",5,-41.07356,-71.53466
Isla Victoria,"This iconic excursion begins in Puerto Pañuelo, where you will embark on the historic Modesta Victoria, a 1938 naval gem with bronze and wood details that transforms sailing into a journey back in time. During the tour, you will visit the immense Victoria Island, exploring its trails, Puerto Anchorena and Playa del Toro, and then marvel at the Arrayanes Forest on the Quetrihue Peninsula, unique in the world for its cinnamon-colored specimens. It is an essential experience because it combines the majesty of Patagonian nature with the mystique of sailing the most famous lake in the region on a boat of great heritage value.",5,-41.09486,-71.45322
Isla Victoria,"Nice place. Quiet and beautiful. They didn't have gluten-free alternatives in the cafeteria, so it's best to take. Impeccable bathrooms.",5,-41.09486,-71.45322
Isla Victoria,"A truly beautiful place: the color of the water, intense green, is of great impact. The ancient trees are majestic and the landscape of the lagoon is enchanting. A visit that leaves you speechless.",5,-41.09486,-71.45322
Isla Victoria,"The walk through the island is very beautiful, it is worth it, the guide introduced us to the history of the place and how it was the change from private island to a national park and other curiosities about local development.",5,-41.09486,-71.45322
Isla Victoria,"What a beautiful walk! It is worth seeing Isla Victoria. Wonderful vegetation. We did the tour with the cau cau and the staff were wonderful, especially the Jéssica guide who is very friendly and speaks a great Portuguese.",5,-41.09486,-71.45322
Isla Victoria,"Wonderful!

It is worth every penny invested in it to stroll, listen to the stories and appreciate the beauty of nature present in this place.

Note 1 million.",5,-41.09486,-71.45322
Isla Victoria,"We booked an excursion, leaving Puerto Pañuelo during the morning. The catamaran ride was very pleasant, and on the Island a guide explained us about trails, a lot of history, and a lot of nature. Although there was a bar/restaurant, we brought something to eat and drink, which we did on Toro Beach.",5,-41.09486,-71.45322
Isla Victoria,"There is no ferry, the only way to  visit that island is bij buying a 120 dollar ticket and make a minicruise. 
Bariloche is a super overpopulated tourist town with heladoschops and souvenirsshops.Hotels are far to expensive and the food is unhealthy full of sugars and fat.",1,-41.09486,-71.45322
Isla Victoria,"Island beauty die, impossible to capture in photos the beauty of the Island
We went with my son from the bariloche center, arrived in the afternoon and made the tour of the island
Recommendation, make the tour in the morning
10/10 please know this wonder",5,-41.09486,-71.45322
Isla Victoria,"Excellent attention, staff, organized activities for every need, exquisite food, comfortable and warm rooms, are waiting to attend and pamper you",5,-41.09486,-71.45322
Isla Victoria,"Very expensive for what it is. The forest of arrayans is a very small circuit what they let you do and is currently with the low foliage and the grayest trunks x drought of 2012, you enjoy doing it by bike from the Angostura... And the island is beautiful but for me overrated what can be explored is very little",3,-41.09486,-71.45322
Isla Victoria,"Beautiful place, interesting to know the history and know how nature was modified by the human hand. The importance of respecting the environment",5,-41.09486,-71.45322
Isla Victoria,"What a hole, an abandoned island, no beautiful boat, sailing and arriving pointless on the island that has nothing attractive, I spent money all the way, should take this tour.",1,-41.09486,-71.45322
Isla Victoria,A delight of boat ride by the lake. At the park stop a beautiful and easily accessible trail. At the second stop visit the park and see the sequoias was very beautiful. It's worth it. Contemplation tourism nature.,5,-41.09486,-71.45322
Isla Victoria,"Wonderful place, one of my My Saves of Bariloche.
We loved the droughts, the giant trees in the middle of the woods, even it looked like a kkkkkk horror movie",5,-41.09486,-71.45322
Isla Victoria,"We pick up the Cau-cau boat at Porto Pañero at 2 p.m. A stretch of 30 min of navigation to the island and we make a trail that for me was the most interesting point: the Guide Melina told us about the Patagonian peoples and the history of the island, then another stretch of 45 min of navigation to another island we do a wooden boarding trail and the return of +- 1 hour. The view is beautiful, the seagulls arrive near the boat (it is forbidden to feed them as before). We went by rental car and bought in Porto right ( has discount for 4). The Chico circuit passes in front of this Porto (the Porto is in front of the Llau Llau hotel), I suggest to make the Chico circuit before and take advantage of to buy the boat ride that you will do on another day.",5,-41.09486,-71.45322
Isla Victoria,"To access, you have to book the boat excursion. Beyond the price, the boarding fee, the entrance to the park, and (optional) the transfer to Puerto Pañuelo, it is a very interesting island, given that it has a lot of history, 100% nature, beach, botanical garden, restaurant. ..question of finding out the departure and arrival times of the boats/catamarans.",5,-41.09486,-71.45322
Isla Victoria,"Highly recommended adventure experience in Bariloche.
Very careful tour with qualified guides.
Enjoyable bathing in the lake and dozens of interesting species of trees and plants, to liven up your enjoyment with general culture.",5,-41.09486,-71.45322
Isla Victoria,"I had gone many years ago and had another image of the Island. I really found it very poor, it even seemed to me to have many fewer specimens of myrtle trees. I really did it because it is a classic among rides but I wouldn't do it again",3,-41.09486,-71.45322
Isla Victoria,"Every time I go to Bariloche, I go to the island. But this last time, I came back very disappointed. It is in very bad condition, almost abandoned to its fate. If it weren't for the guides (both on the long circuit and the small one) who provide all their knowledge and explain wonderfully, it would be a very bad tour. The bathrooms without cleaning, without papers. The signal signs, all unpainted, some fallen. The truth is that in terms of quality/price it is not worth it today.",2,-41.09486,-71.45322
Lago Espejo Grande,"If you are driving along the Seven Lakes Route which is a very scenic portion of Route 40 ️starting in Villa La Angostura and ending in San Martin de los Andes, then this will be the first lake that you will pass.  Worth stopping at the vantage point to take photographs.  The lake's name, which translates to 'Mirror Lake,' reflects its ability to mirror the surrounding landscapes, creating picturesque scenes that attract photographers and artists alike.",4,-40.685677,-71.695526
Lago Espejo Grande,"We went with my partner to villa la angostura, bariloche, villa traful and saint martin of the Andes, we were delighted with the place full of beautiful landscapes, we stayed at the dock by dot boutique in villa la angostura, about 10/15 min drive to the center of villa la angostura, I highly recommend the hotel, as we were treated wonderfully, with breakfast included, has internal and external heated pool, and with sauna.",5,-40.685677,-71.695526
Lago Espejo Grande,"The mirror lake is the most impressive lake on the seven lake route. As the name suggests, its appearance is mirrored, making it an iconic symbol of Argentine patagonia. We saw it from a scenic point just off Route 40 to Route 231. We also went down to the beach, the water was not cold and we could enjoy a swim.",5,-40.685677,-71.695526
Lago Espejo Grande,"A beautiful lake and amazing beach. Don't miss the viewpoint on Route 231. The beach has good services, from parking , bar , etc.",5,-40.685677,-71.695526
Lago Espejo Grande,"From the viewpoint, an incomparable beauty. From the flat, a world of people, expensive umbrellas, full of cars and very windy (we went on a Sunday).",3,-40.685677,-71.695526
Lago Espejo Grande,"Very beautiful lake.
I was in in the summer and on a sunny day, so the blue sky with the lake green left the landscape even more beautiful.
I went on a tour through agency, so it was only a little time for photos from above, still gave to see how beautiful it is.",5,-40.685677,-71.695526
Lago Espejo Grande,"The landscape is incredible, with a calm atmosphere and no music, and the best of all is that the beaches were public and free access with the option of free parking, not like in Chile where everything is private and they charge for everything.",5,-40.685677,-71.695526
Lago Espejo Grande,"I saw it from the viewpoint on the road, near route 40. I thought it was a beautiful lake, very big and it must be incredible to spend an afternoon in it",4,-40.685677,-71.695526
Lago Espejo Grande,"Spectacular, impressive view, you have to get there from Bariloche, by car, about an hour and a half, the tour is very nice, relaxing. You can have lunch at Villa Angostura, 10 minutes before arriving, and of course go in summer. The water very cold.",5,-40.685677,-71.695526
Lago Espejo Grande,"An incredible place for its beach and its waters, I knew the place from the viewpoint but its beach is 100% worth it. The water is crystal clear. We kayaked to the Caribbean beach and it was honestly unmissable. Super recommended.",5,-40.685677,-71.695526
Lago Espejo Grande,"Muy lindo lugar, muy recomendable.!!! Los accesos al lago estas libres a todos los visitatntes, estan limpios y con servisios basicos.
El pueblo es rustico, bien mantenido, la gente muy amable. lleven dolares solo de  100 o 50 en buen estado.",5,-40.685677,-71.695526
Lago Espejo Grande,"Es un hermoso lugar que compone el camino de los 7 lagos. Se caracteriza por una amplia playa de grava fina y clara. Sus aguas son cristalinas, aptas para familias. Los patos y las avutardas coexisten tranquilamente con los visitantes.
Se puede realizar y alquilar kayacs. Tiene un fook truck y un bar con licuados y tragos en la playa.
Muy tranquila... recomendable llegar temprano.",4,-40.685677,-71.695526
Lago Espejo Grande,"El lugar es increíble 
La playa es preciosa . Es amplia y la superficie de hacer pie en el agua es amplia .
Cuenta con un buen parking , baños públicos y un parador de comida rápida . 
Alquilan sombrillas y reposeras 

Sugiero ir de mañana qué hay menos gente .",5,-40.685677,-71.695526
Lago Espejo Grande,"Tiene una playita libre que es muy linda, con arena y podes disfrutar  del lago muy bien.  También tiene un fondo truck.
Hay que ir temprano porque se llena, pero es muy recomendable!!",5,-40.685677,-71.695526
Lago Espejo Grande,"Hermosa Lago para hacer kayac. Estuvimos dos remando y no había boyas ni
Límites horarios. El encargado nos señaló los mejores puntos para ir y estuvo genial. No nos cruzamos a una sola persona en toda la remada, hermoso. Eso si, después almorzar ahí es malo y caro para la calidad. Pero sin dudas aconsejo el kayac.",5,-40.685677,-71.695526
Lago Espejo Grande,"Al atardecer se refleja como el paisaje. En verano, el sol por ahi no lo deja ver en su magnitud. Imagino que con nieve sera maravilloso.",5,-40.685677,-71.695526
Lago Espejo Grande,"Saliendo desde Villa Angostura hacia San Martín de los Andes, encontramos el Lago Espejo, hermoso para el descanso y la vista,  debe su nombre al reflejo en el agua.",5,-40.685677,-71.695526
Lago Espejo Grande,"Este hermoso lago acompaña a la ruta 40, en la parte de los 7 lagos, durante un trayecto bastante largo. Lo más destacable del mismo es su hermoso color y, si se tiene suerte de ir un día sin viento, ver el reflejo de sus extraordinarios paisajes sobre el mismo. El lago cuenta con una playa bastante linda, con arena bastante fina para ser un espejo de agua dulce y de color bastante claro. La playa cuenta con un muelle, que inexplicablemente tenía la puerta cerrada pero que se podía acceder al mismo pasando por el costado de la puerta. Por ahí le falta un poco de oferta gastronómica a este lugar pero, por otro lado, es una forma de que se mantenga más limpio el lugar.",5,-40.685677,-71.695526
Lago Espejo Grande,"Antes de bajar a  la playa, no dejar de visitar el mirador de la ruta 231.
Después bajar y caminar por la bahia. Muy bien atendido el boliche de la playa",4,-40.685677,-71.695526
Lago Espejo Grande,"La bajada esta medio escondida mas si vas desde Villa la angostura. 
Hermoso balneario, Llegamos 5 y pico en marzo, y hasta nos metimos al agua y no estaba tan fria, estuvimos bastante.
Las playas divinas, amplias con arena, bares, alquiler de reposeras, kayaks, un muelle, guardavidas, estacionamiento amplio. Ganas de volver",5,-40.685677,-71.695526
Isla Victoria,"Hello good !!! I took the excursion through the ZIGZAG travel company, take advantage of the fact that they have discounts. It is a journey of pure connection with nature and the island is the Caribbean (literal) worth every penny!! If you can do it",5,-41.09486,-71.45322
Isla Victoria,"Very good boat trip. The island is beautiful, well looked after. The trails are interesting, and you can see redwood trees. The beach is small. The canteen has few products and service that leaves something to be desired.
The length of stay on the island is very long, it can be 1-2 hours less",3,-41.09486,-71.45322
Isla Victoria,"The best thing was the happy company of cormorants during the crossing, (they bring some cookies, fruit) they eat everything from your hand, the inn on the beautiful island allows you to explore it on easy trails, its pier is for unique photos.",4,-41.09486,-71.45322
Isla Victoria,"A wonderful place, with the opportunity to do a mini trek without complexity to marvel at its vegetation, its surroundings of lakes and snow-capped mountains. It is part of the Arrayanes and Victoria Island lake excursion and I think it is a must-see in San Carlos de Bariloche.
           The very educational Turisur guides and the facilities could improve the cafeteria service, although no one can go to such a paradise with the premise of gastronomic consumption.
          There are attractions that are not promoted and are not visited either, that catches my attention: e.g. cave paintings, Puerto Gross and others. It's the only thing that makes me think. Everything we saw was BEAUTIFUL. . . .
",4,-41.09486,-71.45322
Isla Victoria,"beautiful tour of the lake, we enjoyed every moment of the trip.
beautiful places that make one want to return.
",5,-41.09486,-71.45322
Isla Victoria,"We visited this site with a Turisur excursion combined with Arrayanes Forest. On Victoria Island you can take a guided tour (if you want) in which you walk along a path and make stops during which the guide tells you things related to the place and the vegetation. It is interesting although we couldn't fully enjoy it because it was raining, cold and there was a lot of mud. It is a walk to do in better weather. And don't forget to wear appropriate footwear with high rubber soles to avoid getting muddy and skidding. The trees on the island (larch, sequoia, pine and others) are truly wonderful, with impressive heights and shapes. The catamaran ride is also very nice. We got the Modesta Victoria ship, which is the oldest and has spaces with different settings to sit on. It is one of the must-visits in Bariloche.",4,-41.09486,-71.45322
Isla Victoria,"O passeio é uma porcaria. E poderia ser feito em 1 hs no maximo, o barco é ruim, a ilha não tem nada demais a não ser árvores e uma pintura rupestre bem meia boca. Não tem lugar para comer pois a cafeteria lá é o pior lugar que comi na minha vida ! Fuja disso",1,-41.09486,-71.45322
Isla Victoria,"nuestra experiencia fue buena el viaje en barco agradable. buen servicio de cafetería y algo para almorzar también se podía pedir . la guía en la isla muy amable y dispuesta . 
contactamos el servicio de fotos y fue una buena elección unos genios. 
recomendable ",5,-41.09486,-71.45322
Isla Victoria,"Salimos media hora más tarde de la hora indicada.  Durante la espera mientras el barco zarpaba un olor a combustible insoportable.  El primer destino fue el bosque de arrayanes luego de algo más de una hora de navegación, una completa desilusión, la mitad de los arrayanes están secos, los carteles con información rotos o borrados, cuando finalmente llegamos a la cabaña emblemática al fina del recorrido, prácticamente no te podés sacar fotos porque están los fotógrafos contratados que quieren usar ellos el espacio para sacarte la foto y luego cobrártela, increíble!  Tuve que discutir con uno para que me dejara sacar una foto....
El segundo destino, Puerto Anchorena en Isla Victoria, al cual llegamos a eso de las 13:30 hs.  Los guias, de mal humor por cierto, te indicaban que podías hacer un circuito guiado a pie por la isla en ese momento que duraba algo más de una hora.  Nuestros amigos iban con niños que no podían esperar hasta las 15hs para almorzar, así que le pregunté a una de las guías si había otro turno más tarde, a lo cual me respondió que no, que sólo había uno.  Tuvimos que quedarnos a almorzar y perder el tour porque no había otra opción.  Había un único restaurante, más bien cantina, sin infraestructura, uno tenía hasta que levantar la mesa cuando terminaba de comer, con 3 o 4 opciones de platos (algunos ya no les quedaban y había cientos de personas en la isla!) y con dudosas condiciones de higiene.  Lamentable, un lugar hermoso mal aprovechado y no pensado para el bienestar del turista ni para el cuidado del entorno.
La frutilla de la torta fue que luego de almorzar y de hacer un recorrido por nuestra cuenta (lo cual no es lo mismo si te explican lo que ves), nos enteramos de que teníamos que esperar hasta las 17:30 que el barco regresara a buscarnos porque se había ido a hacer otros viajes.   Totalmente desproporcionado el precio de la excursión en relación al producto que ofrecen carente totalmente de calidad.  Una pena porque el lugar merece otra cosa.",2,-41.09486,-71.45322
Isla Victoria,"Contratamos un barco privado para 10 personas, por 3 hs de excursion, con 1 hora de caminata en la isla, muy practico por poder definir horario, muy cómodo por la navegación y económico.",5,-41.09486,-71.45322
Isla Victoria,"We took the Boat Cau Car to Isla Victoria where we did the short hike, saw the little area for the Arrayanes trees, endemic trees to the area.  Our guide gave us history and tour of the area.  

We also visited the Bosque Arrayanes on this boat excursion.  

Beautiful.",5,-41.09486,-71.45322
Isla Victoria,"No se van a arrepentir!.
Fuimos con la excursión que también te hacen recorrer la isla, pero directamente nos quedamos en playa del toro!!  El color del agua soñada, la playa hermosa!!!",5,-41.09486,-71.45322
Isla Victoria,Hermosa excursión. Un lugar maravilloso lleno de historia... excelentes los guías de Turisur. Hermoso barco Modesta Victoria. Quedé maravillada.,5,-41.09486,-71.45322
Isla Victoria,"realmente vale la pena la visita a este lugar, plagado de naturaleza y de historia, el servicio de guias de cau cau le dan un toque de jerarquia a la visita.",5,-41.09486,-71.45322
Isla Victoria,Hermoso! Recomiendo ir con el guía de la embarcación para entender la importancia del lugar! Tiene que ser una visita obligatoria en Bariloche,5,-41.09486,-71.45322
Isla Victoria,"Me encantó esta visita. Un lugar con muchísima historia, hermosos paisajes, mucha biodiversidad, pero lo que más me gustó es lo bien que está protegido hoy en día este patrimonio tan lindo. Es parte del parque Nacional Nahuel Huapi y están más de dos tercios de la isla protegidos para el estudio, la conservación y la protección de especies nativas y exóticas que habitan ahí.
Es necesario llegar allí en servicio de bote o catamarán desde Puerto Pañuelo de Bariloche para poder acceder. Vale la pena porque la verdad es espectacular.",5,-41.09486,-71.45322
Isla Victoria,Fue la visita que más me sorprendió. Hay secuoyas!! Te cuentan la historia de los Anchorena en la isla. La playa del toro es la mejor.,5,-41.09486,-71.45322
Isla Victoria,"Hermoso lugar!! Tienen que visitar si o si el sector de playa Del toro, la caminata tiene vistas panorámicas maravillosas",4,-41.09486,-71.45322
Isla Victoria,"Em passeio de meio dia de catamarã pode-se visitar a Ilha Vitoria, a maior do lago Nahuel Huapi , assim como o Bosque de Arrayanes. Ver a plantação de diferentes arvores e da mata local é o programa. Em especial a plantação de sequoias.",4,-41.09486,-71.45322
Isla Victoria,"Visitei a ilha em novembro, na primavera, então imagino que em outra época do ano, a experiência seja diferente. Fiz o circuito de caminhada de 1km junto da guia. Deu tempo de parar e apreciar a vista, tirar fotos e aprender mais sobre a história do lugar. Só tenho elogios, foi tudo perfeito e lindo. ",5,-41.09486,-71.45322
Bosque de Arrayanes,"Fuimos en el
Catamaran, la navegación es lo más
Bello, caminamos los 800mtrs de pasarela. Las vistas del
Bosque y del
Lugar son hermosas pasamos una linda tarde y el
Tiempo ayudo. Sin embargo me
Parece medio cara la
Excursión. Pagamos $500 cada uno y no te dan ni un vaso de agua. ",4,,
Bosque de Arrayanes,"Sin dudas visitar el bosque es hermoso en paisajes y naturaleza, pero solo hay dos empresas que te llevan y la verdad estas muy poco tiempo y tanto lo que te cobran y el servicio a bordo es muy caro por ejemplo 20 pesos el agua caliente",3,,
Bosque de Arrayanes,"Passei tranquilo, local bonito e com certeza deferente. As árvores com cor de caramelo eram incríveis. O passeio vale a pena junto com a Isla Victoria.",4,,
Bosque de Arrayanes,"Realmente no vale la pena, te cobran $650 el catamaran por persona, son 2 hs de viaje (1 de ida y 1 de vuelta) y 1 hora en la isla (45 min haciendo la pasarella de 800 metros y 15 minutos para tomar algo en la ""casa de te""), realmente sentis que te apuran todo el trayecto porque el barco se va.
En cuanto al lugar, no nos sorprendio nada, se ven arrayanes y otros arboles, sinceramente el arrayan es un arbol simple, lo cual no tiene nada de vistoso como para que se justifique contratar dicha excursion, fuimos en abril e imaginabamos ver otra cosa, tonos de otoño, vistas unicas. nada de eso paso, una simple pasarella y la verdad todo parece armado para dejar los $$ en el parque y en la agencia de turismo, no lo recomiendo para nada!
La guia del catamaran futaleufu, ha sido muy amable y predispuesta durante toda la excursion, la critica es a la actividad , muchos estamos pocos dias en la angostura y de haberlo sabido nos hubieramos buscado otro plan para ese dia",1,,
Bosque de Arrayanes,"LLegar ya es una experiencia fascinante !! Se puede llegar comodamente en en una excursión en barco, o bien aventurarse remando un kayak por las aguas azules, sobre los pedales de una bici sintiendo el viento en la cara, o bien una relajante caminata por el sendero dentro del bosque nativo !!
Al llegar un descanso en la playa con vista sobre el Nahuel y luego recorrer las pasarelas que serpentean entre increíble cantidad de arrayanes !! 
Para vivirlo todo el año !!!",5,,
Bosque de Arrayanes,"El bosque de Arrayanes es un pequeño sector demarcado con pasarelas al que se puede acceder por barco, en grandes embarcaciones llenas de gente. Para disfrutar más el lugar y el paseo mejor no ir con esos grandes grupos. 
Se puede ir caminando desde Villa La Angostura por un bosque que cada vez tiene más arrayanes hasta llegar al sector con pasarelas. El tramo tiene 12,5km por lo que la caminata sería de 25km. Sin duda llevar más de un litro de agua por persona y algo para comer. Es una caminata hermosa sin grandes dificultades pero definitivamente no es para hacer ida y vuelta si no se practica ningún tipo de actividad física durante el año. 
La caminata de regreso desde el bosque me pareció más amena así que quizás una buena posibilidad para quien quiera hacer solo 12,5km en un día es tomar el barco de ida y volver caminando. 
A uno o dos kilómetros de la zona con pasarelas hay un desvío en el camino hacia un lago, no lo visité pero seguramente vale la pena ir. 
Es un lugar hermoso que no se puede dejar de visitar.",5,,
Bosque de Arrayanes,"Fuimos al bosque de Arrayanes desde Villa La Angostura.... y a pesar de ser la cuarta vez que andamos por la zona, fue la primera vez en visitar el Bosque de Arrayanes. Todo es realmente hermoso tanto el viaje de ida, como el bosque, los guias, el color del agua, el catamarán, todo... todo... todo simplemente MA-RA-VI-LLO-SOOOO!!! Una excursión para repetir las veces que se pueda!!!",5,,
Bosque de Arrayanes,"Busquen precios de los barcos! Se puede hacer caminando ida y vuelta pero son 24 km que si bien está muy bien señalizado tiene sus desniveles por lo que a una persona sin mucho entrenamiento lleva 4 horas un tramo. Sugieren hacer la ida en barco y el que quiera vuelve caminando. Lleven mucha agua y si hace calor malla porque hay lugares para meterse. La confitería muy cara. (Pueden ir con comida). Hay Catamaranes que son multitudinarios o embarcaciones individuales que van en otros horarios del catamaran por menor precio, con guía y que disfrutas el paseo porque el bosque no está atestado de gente y los parlantes de los catamaranes",4,,
Bosque de Arrayanes,"Fuimos en una excursión lacustre bastante buena, con un guía que a diferencia de los de las lanchas de Bariloche, sabía bastante y supo explicarse bien, con criterios ambientales.
El Bosque y entorno es único, bien señalizado y atendido. Llevamos un picnic y saboreamos un carísimo café en ""la casita""
Una gran combinación para luego volver en bici o caminando a Villa La Angostura",5,,
Bosque de Arrayanes,"Hermoso paseo en catamaran, disfrutando del paisaje, a mis hijos les encanto. El recorrido por el bosque muy entretenido, la guia muy atenta.",4,,
Paseo Costanera Junin de los Andes,"I love starting the day here. The views are amazing and the tranquility you breathe is unique. It’s my favorite place for a revitalizing hike, just not to be missed!",4,-39.937,-71.06571
Paseo Costanera Junin de los Andes,"Muy lindo para pasasr el dìa a orillas del Chimehuin en plena ciudad, tomar mates, aprovechar a bañarse y jugar con los niños. Mi lugar en el mungo.",5,-39.937,-71.06571
Paseo Costanera Junin de los Andes,"A costanera do ícônico Chimehuin River é um ponto aonde vc para , pucha uma cadeira , um mate, e curte. È simples e bonito.  Voce pode tomar um banho de rio, brincar com as crianças e até pescar umas trutinhas.",5,-39.937,-71.06571
Paseo Costanera Junin de los Andes,"Junin de los Andes é uma cidade bem pequena, que faz um ótimo aproveitamento do seu rio, com um parque em parte da extensão. As famílias fazem piquenique, descansam e tomam banho de rio. Rio com pedras, bom ir com sapato de água.",5,-39.937,-71.06571
Paseo Costanera Junin de los Andes,"Desde la ventana de la habitacion se ve el rio Chimehuin y su rumorosa corriente, para ver un poco mas caminé hasta la costanera y me encontré con un camino peatonal muy lindo, que invita a quedarse un largo rato mirando el rio. Un lugar que merece ser visitado",4,-39.937,-71.06571
Paseo Costanera Junin de los Andes,"Esta bueno el paseo, con camino costero peatonal y muy bien conservado!!! especial para tomar unos mates y descansar y porque no pegarse un chapuzon!!!",4,-39.937,-71.06571
Paseo Costanera Junin de los Andes,"De visita obligada ya sea para ir a leer un libro al sonido del correr de las aguas o para un chapuzón en un día caluroso. La correntada Del Río es ideal para dejarse llevar flotando, una y otra vez a modo de tobogán. El paseo costanero es muy lindo, hay un puente para pasar a la isla que forma el río, hay buena arboleda y parque para disfrutar. Hay venta ambulante de comida para acompañar el mate, infaltable en esta cita con el río. No hay baños públicos. ",5,-39.937,-71.06571
Paseo Costanera Junin de los Andes,Podría estar más limpio y mejor cuidado ya que es un paseo reciente y faltan cestos para los residuos.,3,-39.937,-71.06571
